date,Time,magnitude,zone,description
8/2/2020,12:46,3.4,ZONA SEISMICA VRANCEA VRANCEA,
8/1/2020,1:54,2.3,ZONA SEISMICA VRANCEA VRANCEA,
8/1/2020,1:38,3.2,ZONA SEISMICA VRANCEA VRANCEA,
7/30/2020,23:02,3.5,ZONA SEISMICA VRANCEA VRANCEA,
7/28/2020,1:33,2.3,ZONA SEISMICA VRANCEA VRANCEA,
7/27/2020,21:35,3,ZONA SEISMICA VRANCEA VRANCEA,
7/27/2020,19:40,2.6,ZONA SEISMICA VRANCEA VRANCEA,
7/26/2020,17:14,3,MUNTENIA DAMBOVITA,
7/23/2020,8:33,2,ZONA SEISMICA VRANCEA VRANCEA,
7/16/2020,19:37,2.7,ZONA SEISMICA VRANCEA BUZAU,
7/14/2020,16:34,3.3,ZONA SEISMICA VRANCEA BUZAU,
7/14/2020,5:44,3,ZONA SEISMICA VRANCEA BUZAU,
7/13/2020,9:07,3.2,ZONA SEISMICA VRANCEA BUZAU,
7/13/2020,3:25,2.3,TRANSILVANIA HUNEDOARA,
7/12/2020,23:31,3.3,ZONA SEISMICA VRANCEA VRANCEA,
7/10/2020,0:04,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/7/2020,9:36,2,TRANSILVANIA HUNEDOARA,
7/7/2020,3:28,2.2,ZONA SEISMICA VRANCEA VRANCEA,
7/7/2020,0:51,3.3,ZONA SEISMICA VRANCEA VRANCEA,
7/7/2020,0:32,2,ZONA SEISMICA VRANCEA BUZAU,
7/6/2020,3:39,3.3,ZONA SEISMICA VRANCEA BUZAU,
7/3/2020,8:25,2.9,ZONA SEISMICA VRANCEA BUZAU,
7/2/2020,4:11,3.1,ZONA SEISMICA VRANCEA BUZAU,
7/1/2020,21:25,2.6,ZONA SEISMICA VRANCEA VRANCEA,
7/1/2020,0:01,3.2,ZONA SEISMICA VRANCEA PRAHOVA,
6/30/2020,22:48,2.6,ZONA SEISMICA VRANCEA BUZAU,
6/30/2020,17:00,2.3,BANAT MEHEDINTI,
6/28/2020,14:47,3.1,ZONA SEISMICA VRANCEA VRANCEA,
6/27/2020,2:49,2.6,ZONA SEISMICA VRANCEA VRANCEA,
6/26/2020,5:17,3,BANAT MEHEDINTI,
6/26/2020,4:25,2.6,ZONA SEISMICA VRANCEA VRANCEA,
6/25/2020,20:36,2.9,BANAT MEHEDINTI,
6/25/2020,20:30,4.6,BANAT MEHEDINTI,
6/25/2020,17:20,3.3,BANAT MEHEDINTI,
6/22/2020,12:07,2.1,CRISANA ARAD,
6/21/2020,6:47,3.9,ZONA SEISMICA VRANCEA BUZAU,
6/20/2020,16:01,2.8,ZONA SEISMICA VRANCEA BUZAU,
6/18/2020,18:26,3.6,ZONA SEISMICA VRANCEA BUZAU,
6/17/2020,22:47,3.4,ZONA SEISMICA VRANCEA BUZAU,
6/17/2020,13:04,2.6,ZONA SEISMICA VRANCEA BUZAU,
6/16/2020,9:22,2.8,ZONA SEISMICA VRANCEA BUZAU,
6/14/2020,8:52,2.9,ZONA SEISMICA VRANCEA BUZAU,
6/12/2020,11:59,2.3,OLTENIA GORJ,
6/12/2020,3:59,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/12/2020,0:30,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/10/2020,1:39,3.1,ZONA SEISMICA VRANCEA BUZAU,
6/7/2020,22:18,3.7,ZONA SEISMICA VRANCEA BUZAU,
6/7/2020,10:57,2.8,ZONA SEISMICA VRANCEA VRANCEA,
6/6/2020,13:27,2.5,MUNTENIA BUZAU,
6/5/2020,4:34,2.6,TRANSILVANIA HARGHITA,
6/3/2020,2:04,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/2/2020,17:40,2.4,ZONA SEISMICA VRANCEA VRANCEA,
6/2/2020,14:12,4.5,ZONA SEISMICA VRANCEA VRANCEA,
6/1/2020,18:26,2.8,ZONA SEISMICA VRANCEA BUZAU,
5/31/2020,4:42,2,MUNTENIA BUZAU,
5/28/2020,0:25,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/27/2020,1:28,3.4,ZONA SEISMICA VRANCEA BUZAU,
5/26/2020,5:31,2.6,ZONA SEISMICA VRANCEA VRANCEA,
5/25/2020,18:29,2.6,ZONA SEISMICA VRANCEA BUZAU,
5/25/2020,15:44,3.3,ZONA SEISMICA VRANCEA VRANCEA,
5/24/2020,15:07,4.2,ZONA SEISMICA VRANCEA BUZAU,
5/22/2020,8:59,3.3,ZONA SEISMICA VRANCEA BUZAU,
5/20/2020,0:31,2.5,ZONA SEISMICA VRANCEA BUZAU,
5/17/2020,3:51,3.9,ZONA SEISMICA VRANCEA BUZAU,
5/14/2020,17:39,2.1,MUNTENIA DAMBOVITA,
5/14/2020,1:16,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/9/2020,10:50,2.7,ZONA SEISMICA VRANCEA VRANCEA,
5/7/2020,4:32,3,ZONA SEISMICA VRANCEA BUZAU,
5/6/2020,21:10,3.8,ZONA SEISMICA VRANCEA BUZAU,
5/6/2020,19:29,3.6,ZONA SEISMICA VRANCEA BUZAU,
5/5/2020,21:49,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/5/2020,10:30,3.1,ZONA SEISMICA VRANCEA BUZAU,
5/3/2020,3:58,3,ZONA SEISMICA VRANCEA BUZAU,
5/3/2020,1:17,2.6,ZONA SEISMICA VRANCEA BUZAU,
5/2/2020,2:31,2.2,ZONA SEISMICA VRANCEA VRANCEA,
4/30/2020,12:04,3.1,ZONA SEISMICA VRANCEA BUZAU,
4/30/2020,5:54,3.3,ZONA SEISMICA VRANCEA BUZAU,
4/29/2020,17:25,2.9,ZONA SEISMICA VRANCEA VRANCEA,
4/28/2020,5:58,3.2,ZONA SEISMICA VRANCEA BUZAU,
4/26/2020,2:28,2.5,CRISANA BIHOR,
4/25/2020,3:07,2.6,CRISANA BIHOR,
4/25/2020,1:04,5,ZONA SEISMICA VRANCEA GALATI,
4/24/2020,16:06,2.9,ZONA SEISMICA VRANCEA BUZAU,
4/24/2020,10:24,2,OLTENIA GORJ,
4/22/2020,7:57,3.2,ZONA SEISMICA VRANCEA BUZAU,
4/19/2020,7:16,3.5,ZONA SEISMICA VRANCEA VRANCEA,
4/18/2020,19:17,3.8,ZONA SEISMICA VRANCEA BUZAU,
4/16/2020,22:25,3,ZONA SEISMICA VRANCEA BUZAU,
4/15/2020,14:41,2.7,ZONA SEISMICA VRANCEA VRANCEA,
4/14/2020,11:11,3.5,ZONA SEISMICA VRANCEA VRANCEA,
4/14/2020,0:01,2,OLTENIA MEHEDINTI,
4/12/2020,17:16,3.1,ZONA SEISMICA VRANCEA VRANCEA,
4/11/2020,4:40,3.2,ZONA SEISMICA VRANCEA BUZAU,
4/10/2020,4:12,2.8,ZONA SEISMICA VRANCEA BUZAU,
4/9/2020,21:45,2.2,ZONA SEISMICA VRANCEA BUZAU,
4/9/2020,14:05,2.2,MOLDOVA SUCEAVA,
4/9/2020,12:08,2,CRISANA ARAD,
4/9/2020,11:41,2.6,ZONA SEISMICA VRANCEA VRANCEA,
4/9/2020,9:57,3,ZONA SEISMICA VRANCEA VRANCEA,
4/9/2020,2:58,3,ZONA SEISMICA VRANCEA VRANCEA,
4/8/2020,3:02,3,ZONA SEISMICA VRANCEA VRANCEA,
4/7/2020,21:25,2.4,ZONA SEISMICA VRANCEA VRANCEA,
4/5/2020,22:15,3.3,ZONA SEISMICA VRANCEA BUZAU,
4/5/2020,13:46,3,MUNTENIA BUZAU,
4/3/2020,13:01,2.8,ZONA SEISMICA VRANCEA VRANCEA,
4/2/2020,9:48,2.9,ZONA SEISMICA VRANCEA VRANCEA,
4/1/2020,20:02,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/1/2020,6:16,3.2,ZONA SEISMICA VRANCEA VRANCEA,
3/31/2020,15:43,2,TRANSILVANIA MURES,
3/31/2020,13:39,2.5,ZONA SEISMICA VRANCEA COVASNA,
3/30/2020,3:53,2.2,OLTENIA VALCEA,
3/26/2020,6:48,2,MOLDOVA VASLUI,
3/25/2020,7:43,3.3,ZONA SEISMICA VRANCEA VRANCEA,
3/24/2020,11:02,3.4,ZONA SEISMICA VRANCEA VRANCEA,
3/19/2020,13:51,4.2,ZONA SEISMICA FAGARAS-CAMPULUNG DAMBOVITA,
3/18/2020,8:03,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/17/2020,21:14,2.4,ZONA SEISMICA VRANCEA VRANCEA,
3/14/2020,5:40,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/13/2020,6:29,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/12/2020,6:17,3.3,ZONA SEISMICA VRANCEA BUZAU,
3/11/2020,22:23,4.4,ZONA SEISMICA VRANCEA BUZAU,
3/10/2020,19:05,2.6,ZONA SEISMICA VRANCEA COVASNA,
3/9/2020,10:16,3.2,MUNTENIA PRAHOVA,
3/8/2020,20:24,4.2,ZONA SEISMICA VRANCEA BUZAU,
3/4/2020,14:25,2.3,MOLDOVA VASLUI,
3/2/2020,13:35,3,ZONA SEISMICA VRANCEA VRANCEA,
3/1/2020,20:37,2,MOLDOVA VASLUI,
3/1/2020,18:09,3,CRISANA BIHOR,
3/1/2020,14:49,2.2,MOLDOVA VASLUI,
3/1/2020,0:52,3.1,ZONA SEISMICA VRANCEA VRANCEA,
2/29/2020,22:12,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/27/2020,2:25,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/26/2020,11:52,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/25/2020,3:06,2.5,ZONA SEISMICA VRANCEA VRANCEA,
2/24/2020,14:20,3,ZONA SEISMICA VRANCEA VRANCEA,
2/23/2020,12:57,3.3,ZONA SEISMICA VRANCEA BUZAU,
2/23/2020,0:53,3.4,ZONA SEISMICA VRANCEA PRAHOVA,
2/22/2020,0:31,2.6,ZONA SEISMICA VRANCEA VRANCEA,
2/21/2020,23:36,2.1,MUNTENIA BUZAU,
2/21/2020,13:22,3.2,MOLDOVA GALATI,
2/21/2020,1:08,2.3,MUNTENIA BRAILA,
2/20/2020,11:03,2.9,ZONA SEISMICA VRANCEA VRANCEA,
2/19/2020,21:33,2.8,ZONA SEISMICA VRANCEA BUZAU,
2/18/2020,20:13,2.8,ZONA SEISMICA VRANCEA VRANCEA,
2/17/2020,19:38,2.8,ZONA SEISMICA VRANCEA VRANCEA,
2/17/2020,2:58,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/15/2020,23:52,2,MUNTENIA BRAILA,
2/15/2020,3:29,2.6,ZONA SEISMICA VRANCEA BUZAU,
2/15/2020,1:40,2.2,OLTENIA GORJ,
2/14/2020,11:56,2,OLTENIA GORJ,
2/13/2020,22:02,3.4,ZONA SEISMICA VRANCEA BUZAU,
2/13/2020,21:55,3.6,ZONA SEISMICA VRANCEA BUZAU,
2/13/2020,18:30,3.3,MOLDOVA VASLUI,
2/13/2020,9:15,2.2,MOLDOVA VASLUI,
2/13/2020,9:00,2.7,MOLDOVA VASLUI,
2/13/2020,6:31,2,MOLDOVA VASLUI,
2/13/2020,4:34,2.1,MOLDOVA VASLUI,
2/12/2020,23:05,2.8,ZONA SEISMICA VRANCEA VRANCEA,
2/12/2020,15:28,2.1,TRANSILVANIA BISTRITA-NASAUD,
2/9/2020,1:11,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/8/2020,22:42,2.5,ZONA SEISMICA VRANCEA VRANCEA,
2/6/2020,19:22,2.8,ZONA SEISMICA VRANCEA BUZAU,
2/3/2020,22:01,2.7,ZONA SEISMICA VRANCEA VRANCEA,
1/31/2020,3:26,5.2,ZONA SEISMICA VRANCEA VRANCEA,
1/27/2020,16:13,2.1,OLTENIA GORJ,
1/25/2020,18:49,3.2,ZONA SEISMICA VRANCEA BUZAU,
1/16/2020,3:09,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/15/2020,7:20,2.2,ZONA SEISMICA FAGARAS-CAMPULUNG VALCEA,
1/13/2020,19:33,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/13/2020,18:48,3.1,ZONA SEISMICA VRANCEA VRANCEA,
1/13/2020,12:54,3.7,ZONA SEISMICA VRANCEA VRANCEA,
1/12/2020,23:06,2,ZONA SEISMICA VRANCEA VRANCEA,
1/10/2020,7:53,3,ZONA SEISMICA VRANCEA VRANCEA,
1/10/2020,5:13,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/10/2020,0:04,3,ZONA SEISMICA VRANCEA VRANCEA,
1/10/2020,0:01,2.3,ZONA SEISMICA VRANCEA BRASOV,
1/8/2020,1:27,2.8,ZONA SEISMICA VRANCEA BUZAU,
1/7/2020,23:38,2.3,ZONA SEISMICA VRANCEA VRANCEA,
1/7/2020,0:01,2.7,ZONA SEISMICA VRANCEA BUZAU,
1/5/2020,21:32,3.1,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2020,4:58,3.2,ZONA SEISMICA VRANCEA VRANCEA,
1/1/2020,0:51,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/30/2019,16:12,3.7,ZONA SEISMICA VRANCEA VRANCEA,
12/25/2019,9:05,2.5,MOLDOVA VASLUI,
12/25/2019,7:56,2.2,MOLDOVA VASLUI,
12/25/2019,7:05,3.1,MOLDOVA VASLUI,
12/24/2019,11:42,2.6,MOLDOVA BOTOSANI,
12/23/2019,18:59,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/23/2019,8:56,2,TRANSILVANIA HUNEDOARA,
12/20/2019,1:42,3.7,ZONA SEISMICA VRANCEA BUZAU,
12/18/2019,6:31,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/18/2019,5:55,3.2,ZONA SEISMICA VRANCEA VRANCEA,
12/16/2019,1:33,2,ZONA SEISMICA VRANCEA BUZAU,
12/12/2019,15:02,2.3,MUNTENIA IALOMITA,
12/12/2019,4:11,3.5,ZONA SEISMICA VRANCEA BUZAU,
12/12/2019,2:35,2.1,MUNTENIA CALARASI,
12/12/2019,2:03,2.9,ZONA SEISMICA VRANCEA VRANCEA,
12/11/2019,18:10,2.6,ZONA SEISMICA VRANCEA BUZAU,
12/11/2019,3:59,2.1,OLTENIA MEHEDINTI,
12/9/2019,10:32,3.8,ZONA SEISMICA VRANCEA BUZAU,
12/8/2019,9:25,2.5,ZONA SEISMICA VRANCEA VRANCEA,
12/6/2019,1:06,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/1/2019,21:55,3.6,ZONA SEISMICA VRANCEA BUZAU,
12/1/2019,15:21,2.7,OLTENIA MEHEDINTI,
11/29/2019,9:42,2.6,OLTENIA MEHEDINTI,
11/28/2019,0:45,3.2,ZONA SEISMICA VRANCEA VRANCEA,
11/27/2019,4:35,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/26/2019,20:16,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/26/2019,16:54,3.2,ZONA SEISMICA VRANCEA BUZAU,
11/24/2019,21:07,3.7,ZONA SEISMICA VRANCEA VRANCEA,
11/24/2019,19:08,2.6,ZONA SEISMICA VRANCEA COVASNA,
11/20/2019,18:31,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/19/2019,23:00,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/18/2019,0:58,2.4,ZONA SEISMICA VRANCEA BUZAU,
11/17/2019,16:33,3.3,ZONA SEISMICA VRANCEA VRANCEA,
11/17/2019,9:44,2.9,ZONA SEISMICA VRANCEA BUZAU,
11/15/2019,17:12,2.9,ZONA SEISMICA VRANCEA BUZAU,
11/13/2019,8:50,2.3,OLTENIA GORJ,
11/12/2019,5:44,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/12/2019,0:38,2.1,ZONA SEISMICA VRANCEA VRANCEA,
11/10/2019,13:53,3.8,ZONA SEISMICA VRANCEA BUZAU,
11/8/2019,23:38,3.2,ZONA SEISMICA VRANCEA BUZAU,
11/7/2019,13:01,2.7,ZONA SEISMICA VRANCEA VRANCEA,
11/6/2019,6:27,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/5/2019,9:18,3.6,ZONA SEISMICA VRANCEA BUZAU,
11/5/2019,7:26,2.8,BANAT TIMIS,
11/5/2019,7:02,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/5/2019,1:47,2.7,TRANSILVANIA HARGHITA,
10/31/2019,22:42,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/31/2019,12:09,2,ZONA SEISMICA VRANCEA BUZAU,
10/31/2019,11:35,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/31/2019,9:06,2.3,TRANSILVANIA CLUJ,
10/30/2019,12:50,2,MOLDOVA BOTOSANI,
10/30/2019,6:17,2.6,ZONA SEISMICA VRANCEA VRANCEA,
10/29/2019,23:23,3.7,ZONA SEISMICA VRANCEA VRANCEA,
10/29/2019,18:28,2.1,MOLDOVA BOTOSANI,
10/29/2019,13:43,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/29/2019,4:32,3.5,ZONA SEISMICA VRANCEA BUZAU,
10/28/2019,8:09,2.1,BANAT CARAS-SEVERIN,
10/28/2019,6:40,3,ZONA SEISMICA VRANCEA VRANCEA,
10/24/2019,1:25,2.3,ZONA SEISMICA VRANCEA COVASNA,
10/23/2019,3:30,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/22/2019,22:16,3,ZONA SEISMICA VRANCEA BUZAU,
10/20/2019,5:50,2.4,ZONA SEISMICA VRANCEA VRANCEA,
10/18/2019,2:59,2.9,ZONA SEISMICA VRANCEA VRANCEA,
10/18/2019,0:39,2.9,ZONA SEISMICA VRANCEA VRANCEA,
10/17/2019,4:33,3.2,ZONA SEISMICA VRANCEA BUZAU,
10/16/2019,1:15,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/14/2019,17:40,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/14/2019,3:30,2.7,ZONA SEISMICA VRANCEA VRANCEA,
10/8/2019,7:17,3.1,ZONA SEISMICA VRANCEA VRANCEA,
10/6/2019,3:13,2.6,ZONA SEISMICA VRANCEA VRANCEA,
10/3/2019,7:41,2.4,MUNTENIA BUZAU,
10/3/2019,1:55,3,ZONA SEISMICA VRANCEA VRANCEA,
10/2/2019,15:54,3.6,ZONA SEISMICA VRANCEA VRANCEA,
10/1/2019,0:22,2.3,ZONA SEISMICA VRANCEA VRANCEA,
9/29/2019,22:50,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/29/2019,17:44,2.7,ZONA SEISMICA VRANCEA VRANCEA,
9/27/2019,22:51,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/26/2019,3:57,2.7,BANAT TIMIS,
9/25/2019,7:11,2.6,ZONA SEISMICA VRANCEA BUZAU,
9/24/2019,12:20,2.3,TRANSILVANIA BRASOV,
9/24/2019,3:02,2.4,ZONA SEISMICA VRANCEA BUZAU,
9/23/2019,19:42,3.3,ZONA SEISMICA VRANCEA VRANCEA,
9/23/2019,19:37,2.4,ZONA SEISMICA VRANCEA BUZAU,
9/22/2019,22:09,2.4,ZONA SEISMICA VRANCEA VRANCEA,
9/21/2019,18:54,3.1,ZONA SEISMICA VRANCEA VRANCEA,
9/20/2019,2:11,4,ZONA SEISMICA VRANCEA VRANCEA,
9/19/2019,1:38,2.5,ZONA SEISMICA VRANCEA BUZAU,
9/15/2019,8:40,2.2,MUNTENIA IALOMITA,
9/14/2019,23:26,2.3,BANAT ARAD,
9/12/2019,6:38,3.1,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2019,8:30,3.8,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2019,5:05,2.3,ZONA SEISMICA VRANCEA BUZAU,
9/8/2019,22:06,3.4,ZONA SEISMICA VRANCEA VRANCEA,
9/8/2019,2:22,4.2,ZONA SEISMICA VRANCEA BUZAU,
9/6/2019,9:29,2.7,ZONA SEISMICA VRANCEA BUZAU,
9/6/2019,8:55,3.2,ZONA SEISMICA VRANCEA BUZAU,
9/6/2019,3:20,3,ZONA SEISMICA VRANCEA VRANCEA,
9/3/2019,14:52,4.6,ZONA SEISMICA VRANCEA BUZAU,
9/2/2019,20:32,2.1,MUNTENIA CALARASI,
9/1/2019,17:53,2.2,MUNTENIA BUZAU,
8/30/2019,10:00,4.1,ZONA SEISMICA VRANCEA VRANCEA,
8/29/2019,4:21,2.4,ZONA SEISMICA VRANCEA BUZAU,
8/28/2019,21:15,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/28/2019,18:45,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/27/2019,0:28,2.8,ZONA SEISMICA FAGARAS-CAMPULUNG DAMBOVITA,
8/26/2019,6:08,3.6,ZONA SEISMICA VRANCEA VRANCEA,
8/26/2019,0:05,2.5,ZONA SEISMICA VRANCEA BUZAU,
8/24/2019,5:11,2.5,ZONA SEISMICA VRANCEA BUZAU,
8/22/2019,3:38,3.5,ZONA SEISMICA VRANCEA BUZAU,
8/20/2019,23:17,2.9,ZONA SEISMICA VRANCEA BUZAU,
8/18/2019,5:15,2.4,ZONA SEISMICA VRANCEA BUZAU,
8/17/2019,12:49,3.2,ZONA SEISMICA VRANCEA VRANCEA,
8/16/2019,13:31,2.3,MOLDOVA GALATI,
8/15/2019,14:05,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/15/2019,2:02,2.6,MOLDOVA GALATI,
8/14/2019,20:17,3.9,ZONA SEISMICA VRANCEA VRANCEA,
8/12/2019,20:57,2.4,ZONA SEISMICA VRANCEA VRANCEA,
8/11/2019,2:59,3.1,ZONA SEISMICA VRANCEA BUZAU,
8/10/2019,6:38,2.1,MUNTENIA PRAHOVA,
8/10/2019,3:37,3,ZONA SEISMICA VRANCEA BUZAU,
8/8/2019,10:49,3.6,ZONA SEISMICA VRANCEA VRANCEA,
8/7/2019,21:19,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/7/2019,17:46,4.1,ZONA SEISMICA VRANCEA BUZAU,
8/6/2019,5:23,3.8,ZONA SEISMICA VRANCEA BUZAU,
8/6/2019,0:05,4.1,ZONA SEISMICA VRANCEA VRANCEA,
8/5/2019,8:10,2.4,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
8/4/2019,1:41,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/4/2019,0:01,2.4,ZONA SEISMICA VRANCEA VRANCEA,
8/2/2019,6:23,3.2,ZONA SEISMICA VRANCEA VRANCEA,
7/31/2019,13:54,2.8,MOLDOVA NEAMT,
7/30/2019,14:27,2.5,MUNTENIA IALOMITA,
7/30/2019,11:57,3.6,ZONA SEISMICA VRANCEA VRANCEA,
7/30/2019,0:33,2.3,MUNTENIA ILFOV_N,
7/26/2019,13:53,2.7,ZONA SEISMICA VRANCEA VRANCEA,
7/26/2019,1:37,2.7,ZONA SEISMICA VRANCEA BUZAU,
7/24/2019,21:05,3.1,ZONA SEISMICA VRANCEA BUZAU,
7/24/2019,10:20,2.1,TRANSILVANIA BRASOV,
7/24/2019,6:14,2.8,ZONA SEISMICA VRANCEA VRANCEA,
7/23/2019,22:46,2.3,ZONA SEISMICA VRANCEA BUZAU,
7/22/2019,16:16,3,ZONA SEISMICA VRANCEA VRANCEA,
7/19/2019,23:44,3.6,ZONA SEISMICA VRANCEA BUZAU,
7/17/2019,8:32,2,MUNTENIA DAMBOVITA,
7/16/2019,6:34,2.4,ZONA SEISMICA VRANCEA BUZAU,
7/15/2019,20:01,3.5,ZONA SEISMICA VRANCEA VRANCEA,
7/11/2019,14:32,2.1,ZONA SEISMICA VRANCEA VRANCEA,
7/11/2019,12:18,2,CRISANA BIHOR,
7/11/2019,10:53,3.5,ZONA SEISMICA VRANCEA VRANCEA,
7/11/2019,3:52,3,ZONA SEISMICA VRANCEA BUZAU,
7/9/2019,9:21,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/8/2019,23:16,3,ZONA SEISMICA VRANCEA VRANCEA,
7/7/2019,2:32,2.7,ZONA SEISMICA VRANCEA VRANCEA,
7/3/2019,15:07,2.1,OLTENIA VALCEA,
6/30/2019,18:54,2.3,TRANSILVANIA HARGHITA,
6/29/2019,5:18,3.4,ZONA SEISMICA VRANCEA VRANCEA,
6/28/2019,6:59,2.3,MUNTENIA BUZAU,
6/27/2019,18:51,2.2,ZONA SEISMICA VRANCEA VRANCEA,
6/22/2019,11:40,3.4,ZONA SEISMICA VRANCEA BUZAU,
6/22/2019,3:19,4.2,ZONA SEISMICA VRANCEA BUZAU,
6/22/2019,1:46,2.3,MOLDOVA BOTOSANI,
6/21/2019,7:57,3.8,ZONA SEISMICA VRANCEA BUZAU,
6/17/2019,11:58,2.4,ZONA SEISMICA VRANCEA COVASNA,
6/15/2019,14:14,2.7,ZONA SEISMICA VRANCEA VRANCEA,
6/14/2019,17:01,3,ZONA SEISMICA VRANCEA VRANCEA,
6/12/2019,21:38,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/8/2019,22:37,2.6,ZONA SEISMICA VRANCEA VRANCEA,
6/8/2019,3:00,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/4/2019,2:13,2.3,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
6/3/2019,10:35,3.2,ZONA SEISMICA VRANCEA BUZAU,
6/2/2019,21:25,2.6,ZONA SEISMICA VRANCEA BUZAU,
6/2/2019,19:06,3.2,ZONA SEISMICA VRANCEA VRANCEA,
6/1/2019,1:11,2.6,ZONA SEISMICA VRANCEA VRANCEA,
5/31/2019,15:43,2.9,ZONA SEISMICA VRANCEA BUZAU,
5/31/2019,1:25,2.8,ZONA SEISMICA VRANCEA BUZAU,
5/31/2019,0:42,2.6,ZONA SEISMICA VRANCEA VRANCEA,
5/31/2019,0:18,2.7,ZONA SEISMICA VRANCEA VRANCEA,
5/29/2019,11:25,2,TRANSILVANIA BISTRITA-NASAUD,
5/29/2019,7:41,2.6,ZONA SEISMICA VRANCEA VRANCEA,
5/28/2019,18:29,3.7,ZONA SEISMICA VRANCEA VRANCEA,
5/28/2019,8:53,3.1,ZONA SEISMICA VRANCEA BUZAU,
5/28/2019,3:06,2.3,ZONA SEISMICA VRANCEA BUZAU,
5/26/2019,21:40,4.1,ZONA SEISMICA VRANCEA VRANCEA,
5/26/2019,13:38,2.2,ZONA SEISMICA VRANCEA VRANCEA,
5/26/2019,8:58,3.2,ZONA SEISMICA VRANCEA VRANCEA,
5/26/2019,3:39,3,ZONA SEISMICA VRANCEA BUZAU,
5/25/2019,12:12,3.7,ZONA SEISMICA VRANCEA BUZAU,
5/24/2019,3:40,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/22/2019,22:41,4.1,ZONA SEISMICA VRANCEA BUZAU,
5/22/2019,6:31,2.3,ZONA SEISMICA VRANCEA BUZAU,
5/21/2019,12:57,2.7,ZONA SEISMICA VRANCEA VRANCEA,
5/20/2019,6:08,3,ZONA SEISMICA VRANCEA VRANCEA,
5/19/2019,9:59,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/18/2019,22:23,4.7,MOLDOVA SUCEAVA,
5/18/2019,22:23,4.2,ZONA SEISMICA VRANCEA VRANCEA,
5/17/2019,7:25,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/17/2019,1:49,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/12/2019,17:13,3.5,ZONA SEISMICA VRANCEA VRANCEA,
5/11/2019,16:21,2.4,ZONA SEISMICA VRANCEA VRANCEA,
5/10/2019,7:36,3.7,ZONA SEISMICA VRANCEA BUZAU,
5/10/2019,3:41,3.6,ZONA SEISMICA VRANCEA BUZAU,
5/6/2019,21:28,2.1,MUNTENIA IALOMITA,
5/6/2019,1:34,2.9,ZONA SEISMICA VRANCEA VRANCEA,
